MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Price
-1.1028104864764265,-0.5512959671262139,-1.539486677757227,1.4967513353909494,-0.5385387711977004,1.4649280037836707,0.14317829288579392,-1.5544264490806106,1.0655748363560005
0.6723188797965335,0.05440918927796229,-0.6710082080147175,-0.3998483293564086,0.7283871688987831,0.1404871852535302,-1.6296337088275843,-0.6867870560096205,3.4480931417761687
-0.8645404549361506,0.19628886329569917,-0.9826935271901073,-0.5099276853070811,-0.22943140264154135,-0.25214194794572653,0.39669077519698587,1.5737710036523491,1.3150616931904386
-0.5870741577984457,0.5311500538426334,-0.20725467708330936,-0.93734157985358,-0.8922145864927699,2.1521622412629693,1.1114271985431772,0.915620448772325,1.6705820644266969
0.8879958812870585,0.7937368810385032,-0.8913471850524701,-0.6670080023980911,1.248303234680682,-1.5313111832398771,1.1737504905609948,-0.07885596212955012,3.697359242972373
-0.0027510677531168426,-0.12337180157236283,0.8710599597980724,0.09437259639453469,-0.6991121286968599,-0.4296628114978022,0.8701418432031501,0.23186632178484248,2.6043261531031288
-0.2238617334996211,-0.4224780825957873,-1.058395304570865,0.5928593254843831,0.17285029857936124,-0.07729323587466608,-0.5366923193867883,0.0973588701913393,2.246234435756479
-0.3683891830996039,-0.6497408641750713,-0.660149887096847,-1.4136922121580846,0.18637305832389842,-0.8574469520764781,-1.1243866133965659,0.06448230365870673,2.540183496073656
-0.8551794970420514,-0.11664890332637179,-1.5564948804188339,0.22905208756131532,-0.8096090496861096,0.013188930387097723,0.6639784969466482,-0.16239818574576995,0.9660824509201584
0.8231918795513473,0.23966413090180616,1.3890613332994453,-0.4412972417906544,0.9147387390383702,-1.5110074302383854,-0.6064572461659069,-0.6741395264678204,3.886909485393769
-0.8915071568830609,-0.7796227379720266,0.05023525269761926,0.7022415029668987,-0.033846964076694644,0.881813290421854,0.2295226894627206,-0.52302395365609,1.3462224861265144
-0.7638012098707302,-0.22373286445970444,1.1782804271309122,-0.5682840616534124,-0.8887004238710347,-0.4338207970659611,1.511155421133776,0.3186324171076265,1.4341286036583911
2.616640761242635,-1.2720096150833498,1.3289853701787602,1.933218274052928,-0.0432484820083861,-0.3924373277673212,-1.4446479367019938,1.3253787969827189,5.0
-0.051340372213355266,2.162166652787178,-0.89855411507407,-0.43026495948560384,-0.46904354316524227,-0.14286905312764694,-1.0092581308528834,0.007560346154530706,2.4586300541866484
-1.4490967230360408,0.3954962565920318,-1.393949149931047,0.1702159469380634,0.08387720488109152,-1.0850314940393433,1.4391587927631448,-0.2808855197718557,0.5
-0.9608292244640446,1.2281335539257154,-0.6766471690279485,-0.3235116430850441,0.1748271912307078,-0.23217764728443877,0.6829938083406324,0.1902152797670768,1.508367820147663
-1.0823754994156072,-1.2741341220772697,-0.9376163614680281,0.3422960482739366,-0.7282419393502981,-0.4888685541965229,-0.1809254486602871,0.1694148476509264,1.3579573068831925
-0.7795094557698677,1.216835009613215,-0.24597129157396241,0.006371787659989526,-0.31560158959582907,-1.2750315322755132,-1.4165862497747101,1.6530305398287852,1.581326956573274
1.6451880922818787,1.3803908442018897,0.2784343028182563,1.5906263791137325,-0.7176227878498916,-0.24347234314495259,0.5483969185163319,1.4673623078563713,4.654279583793652
-0.4501566085146399,2.008954879713742,0.0057562946436233485,-0.05726904096398178,0.24545575425923402,1.175951775104756,-0.21344654153596992,-0.1527888362090443,1.971796745051027
-0.6082190502902375,1.0147515535911724,-0.3833233765490881,0.7338810053533192,0.35376477459935807,-1.0837965519067265,1.0264377972229601,0.9414869570163518,1.736556232209468
0.23415188568249998,-1.336990817525929,0.6993790649762719,-0.22840021746404532,0.26967153860258697,-0.7203897531699894,-0.5270749887481133,1.6199371767101192,3.283866847383104
-0.9502158440439733,-1.1597159897819775,1.1868612733758475,1.3480409557963875,-0.1294179316324939,-0.0015436538915653561,1.0734053271517718,-1.589720185774639,2.516088575175942
0.11491433349751558,-0.9183195999827685,1.6060321918953726,-1.1838676008111442,-0.02430305319427238,-0.9909875889725186,-1.3783978358203215,0.8518820884187505,3.354923034205961
-1.2156664307747806,-1.0819516425610163,1.3872168615133187,0.861875382298022,2.4394542015608343,-0.08884506278735875,-1.144522834332514,-1.2309099951181952,1.6928315775784808
0.09837313942392131,1.716455985507713,-0.8012430346447496,0.10236787512859552,-0.023020115688614333,-1.2781915990013883,0.6347223249000148,-1.5779997880544336,2.2705413816047075
0.43054349965353406,0.37705487473009436,0.06468721302854906,-1.4990999602403972,-0.8107836429418578,-1.5064800961177265,0.9996439815922611,0.07512828126887858,3.420354567788663
1.2279968088977553,0.455776219254886,1.6303865133449518,-0.12961895889786923,0.6403903493091205,-1.277116371431871,1.0017079150336623,0.38280421050987656,4.333690043269876
-0.8433238926573929,0.07377153547266618,1.5849164855070055,-0.5058516928623686,-0.22158836434507648,-1.115020460806352,1.4083811910223294,0.39849161962370105,2.34079443949998
1.530781330691717,-0.13840876256672302,-0.9884057253244402,-0.8339870830780172,1.4979289676425425,-1.2419290004689247,0.31357904264766606,0.05232586392480188,3.977525953847882
0.1315773455645152,-0.7913417416016044,-0.39018189089765465,-0.6171218261486433,-0.7347635653621172,-0.6380422011867798,-0.40905742777735704,-0.9819723776141486,2.8814170770404357
-0.5139103162182931,0.2116766952174673,0.6067370424731742,-0.24836863586089428,2.8255688990441867,0.011484601778123143,-0.6233688047694083,-1.0659995103699433,1.3984856839644806
-0.5493666567088613,0.5303647776365221,1.658571852425525,0.11746668744619326,-0.6902963030829238,-1.0206302085003058,-0.5587302847657347,-1.3519625438509963,2.2046533724786848
0.49076830389915715,0.4618215651214691,0.8669511821887843,-0.33194027950346966,-0.648736873953725,1.3886918803684125,1.082948596928906,-1.133932593043001,3.594371170195429
